Date,AFRM,PYPL,SQ
2021-06-25,64.4000015258789,288.93206787109375,
2021-06-28,64.43000030517578,292.97271728515625,
2021-06-29,66.45999908447266,292.08477783203125,
2021-06-30,67.3499984741211,290.8077392578125,
2021-07-01,68.37000274658203,288.33343505859375,
2021-07-02,68.87000274658203,289.5705871582031,
2021-07-06,67.98999786376953,291.9650573730469,
2021-07-07,64.29000091552734,296.4447021484375,
2021-07-08,63.9900016784668,294.3694763183594,
2021-07-09,67.25,299.517578125,
2021-07-12,65.0,302.271240234375,
2021-07-13,58.209999084472656,300.4953308105469,
2021-07-14,56.7599983215332,300.05633544921875,
2021-07-15,57.45000076293945,295.8261413574219,
2021-07-16,57.5,293.9504699707031,
2021-07-19,55.86000061035156,294.1699523925781,
2021-07-20,57.40999984741211,297.3825378417969,
2021-07-21,60.630001068115234,301.073974609375,
2021-07-22,59.0,302.98956298828125,
2021-07-23,58.689998626708984,307.8183898925781,
2021-07-26,59.41999816894531,306.0923767089844,
2021-07-27,59.5,299.7869873046875,
2021-07-28,61.18000030517578,301.2835388183594,
2021-07-29,60.86000061035156,282.51690673828125,
2021-07-30,56.31999969482422,274.8945007324219,
2021-08-02,64.70999908447266,270.364990234375,
2021-08-03,66.66999816894531,272.86920166015625,
2021-08-04,68.22000122070312,274.8645935058594,
2021-08-05,67.16000366210938,280.0226745605469,
2021-08-06,67.16999816894531,278.895263671875,
2021-08-09,65.87999725341797,277.5084533691406,
2021-08-10,65.55999755859375,273.7371826171875,
2021-08-11,68.62000274658203,275.7724914550781,
2021-08-12,67.54000091552734,273.9566955566406,
2021-08-13,65.94999694824219,274.27593994140625,
2021-08-16,63.59000015258789,277.63818359375,
2021-08-17,63.5,270.4747314453125,
2021-08-18,64.68000030517578,268.2199401855469,
2021-08-19,63.459999084472656,269.9559326171875,
2021-08-20,64.76000213623047,272.3304443359375,
2021-08-23,67.70999908447266,276.3411865234375,
2021-08-24,68.52999877929688,278.8653564453125,
2021-08-25,72.70999908447266,277.0495300292969,
2021-08-26,69.9800033569336,272.9889221191406,
2021-08-27,67.9000015258789,277.68804931640625,
2021-08-30,99.58999633789062,287.8046875,
2021-08-31,96.33999633789062,287.9942321777344,
2021-09-01,96.4800033569336,286.0886535644531,
2021-09-02,98.98999786376953,284.8714599609375,
2021-09-03,93.05000305175781,288.4631652832031,
2021-09-07,91.51000213623047,292.5836486816406,
2021-09-08,87.54000091552734,284.5721435546875,
2021-09-09,92.05999755859375,286.2183532714844,
2021-09-10,123.69999694824219,283.66424560546875,
2021-09-13,109.30000305175781,279.84307861328125,
2021-09-14,108.05999755859375,281.5890197753906,
2021-09-15,109.75,281.7785949707031,
2021-09-16,117.58000183105469,282.3173522949219,
2021-09-17,116.27999877929688,275.70263671875,
2021-09-20,107.69999694824219,269.2874755859375,
2021-09-21,108.11000061035156,268.8684387207031,
2021-09-22,114.06999969482422,271.7118835449219,
2021-09-23,126.88999938964844,278.456298828125,
2021-09-24,123.7300033569336,277.46856689453125,
2021-09-27,128.3699951171875,272.75946044921875,
2021-09-28,114.5199966430664,261.5852966308594,
2021-09-29,112.7699966430664,258.40264892578125,
2021-09-30,119.12999725341797,259.6098327636719,
2021-10-01,117.8499984741211,264.03961181640625,
2021-10-04,107.93000030517578,254.42184448242188,
2021-10-05,111.45999908447266,259.54998779296875,
2021-10-06,133.6999969482422,263.4509582519531,
2021-10-07,133.89999389648438,262.93218994140625,
2021-10-08,141.19000244140625,259.460205078125,
2021-10-11,135.02999877929688,254.46176147460938,
2021-10-12,140.6699981689453,255.25991821289062,
2021-10-13,146.1300048828125,255.7687225341797,
2021-10-14,148.47000122070312,265.8354797363281,
2021-10-15,146.72999572753906,267.7310791015625,
2021-10-18,157.25,269.70648193359375,
2021-10-19,155.35000610351562,271.0733642578125,
2021-10-20,147.63999938964844,257.76409912109375,
2021-10-21,155.33999633789062,242.64906311035156,
2021-10-22,155.2100067138672,239.8455352783203,
2021-10-25,160.0399932861328,246.31060791015625,
2021-10-26,151.86000061035156,242.43954467773438,
2021-10-27,151.13999938964844,234.39813232421875,
2021-10-28,161.88999938964844,236.28378295898438,
2021-10-29,162.5,232.0535430908203,
2021-11-01,152.66000366210938,230.74656677246094,
2021-11-02,155.88999938964844,228.9307861328125,
2021-11-03,161.0800018310547,229.84866333007812,
2021-11-04,168.52000427246094,227.69363403320312,
2021-11-05,164.22999572753906,225.25926208496094,
2021-11-08,163.3699951171875,228.890869140625,
2021-11-09,157.7899932861328,204.9462127685547,
2021-11-10,133.52999877929688,204.1680145263672,
2021-11-11,151.8300018310547,201.5640411376953,
2021-11-12,148.99000549316406,207.819580078125,
2021-11-15,147.99000549316406,212.04978942871094,
2021-11-16,151.2899932861328,215.17257690429688,
2021-11-17,151.72000122070312,205.7942657470703,
2021-11-18,139.1300048828125,200.03756713867188,
2021-11-19,136.16000366210938,193.1634521484375,
2021-11-22,123.51000213623047,189.04298400878906,
2021-11-23,127.61000061035156,187.6162872314453,
2021-11-24,132.75,188.27476501464844,
2021-11-26,136.97999572753906,187.35687255859375,
2021-11-29,132.14999389648438,186.8081512451172,
2021-11-30,126.68000030517578,184.46356201171875,
2021-12-01,116.56999969482422,178.9064178466797,
2021-12-02,113.75,186.71835327148438,
2021-12-03,107.23999786376953,183.5057830810547,
2021-12-06,110.94999694824219,184.4336395263672,
2021-12-07,122.7300033569336,190.57943725585938,
2021-12-08,127.97000122070312,196.89483642578125,
2021-12-09,119.12999725341797,191.30775451660156,
2021-12-10,114.68000030517578,188.07521057128906,
2021-12-13,109.95999908447266,185.95013427734375,
2021-12-14,105.7699966430664,186.36917114257812,
2021-12-15,110.9800033569336,190.2202606201172,
2021-12-16,99.23999786376953,188.31466674804688,
2021-12-17,98.7699966430664,185.77053833007812,
2021-12-20,97.37000274658203,182.25865173339844,
2021-12-21,103.62999725341797,188.70376586914062,
2021-12-22,101.06999969482422,191.23789978027344,
2021-12-23,101.16000366210938,191.567138671875,
2021-12-27,105.7300033569336,191.567138671875,
2021-12-28,101.7699966430664,189.66156005859375,
2021-12-29,98.27999877929688,189.5318603515625,
2021-12-30,103.87000274658203,191.4374542236328,
2021-12-31,100.55999755859375,188.1450653076172,
2022-01-03,95.20999908447266,194.49038696289062,
2022-01-04,85.41000366210938,190.69915771484375,
2022-01-05,79.52999877929688,186.72833251953125,
2022-01-06,81.0999984741211,191.82655334472656,
2022-01-07,79.62000274658203,187.16732788085938,
2022-01-10,78.23999786376953,182.52804565429688,
2022-01-11,81.02999877929688,191.07827758789062,
2022-01-12,78.79000091552734,186.7682342529297,
2022-01-13,72.12999725341797,180.59251403808594,
2022-01-14,69.19000244140625,178.00848388671875,
2022-01-18,64.18000030517578,174.05763244628906,
2022-01-19,64.30000305175781,173.1497344970703,
2022-01-20,62.79999923706055,172.88034057617188,
2022-01-21,57.630001068115234,163.16281127929688,
2022-01-24,58.25,161.7959747314453,
2022-01-25,54.52000045776367,157.8351287841797,
2022-01-26,55.72999954223633,156.61793518066406,
2022-01-27,51.0099983215332,157.74533081054688,
2022-01-28,59.709999084472656,163.1428680419922,
2022-01-31,64.06999969482422,171.54344177246094,
2022-02-01,67.4800033569336,175.39453125,
2022-02-02,60.88999938964844,132.26425170898438,
2022-02-03,57.4900016784668,124.01332092285156,
2022-02-04,62.75,125.7892074584961,
2022-02-07,63.02000045776367,121.1299819946289,
2022-02-08,65.25,119.98263549804688,
2022-02-09,74.68000030517578,122.65645599365234,
2022-02-10,58.68000030517578,118.74549102783203,
2022-02-11,46.54999923706055,115.02409362792969,
2022-02-14,43.70000076293945,113.85679626464844,
2022-02-15,44.79999923706055,115.1937026977539,
2022-02-16,42.91999816894531,110.28504943847656,
2022-02-17,37.66999816894531,104.95736694335938,
2022-02-18,37.33000183105469,103.41094207763672,
2022-02-22,36.40999984741211,102.93204498291016,
2022-02-23,35.0,100.48770141601562,
2022-02-24,38.709999084472656,104.77777862548828,
2022-02-25,39.189998626708984,110.68412780761719,
2022-02-28,41.84000015258789,111.67184448242188,
2022-03-01,42.36000061035156,106.26435089111328,
2022-03-02,41.79999923706055,106.3641128540039,
2022-03-03,39.099998474121094,101.10626220703125,
2022-03-04,35.81999969482422,99.67957305908203,
2022-03-07,33.560001373291016,93.39409637451172,
2022-03-08,34.279998779296875,94.68112182617188,
2022-03-09,36.79999923706055,99.98885345458984,
2022-03-10,36.54999923706055,98.32270812988281,
2022-03-11,30.860000610351562,96.3472671508789,
2022-03-14,26.219999313354492,96.6465835571289,
2022-03-15,28.329999923706055,100.2282943725586,
2022-03-16,33.34000015258789,107.67108917236328,
2022-03-17,36.75,111.90132141113281,
2022-03-18,40.709999084472656,118.49606323242188,
2022-03-21,41.959999084472656,114.38557434082031,
2022-03-22,43.5,117.59814453125,
2022-03-23,44.11000061035156,114.38557434082031,
2022-03-24,44.79999923706055,115.7823486328125,
2022-03-25,42.15999984741211,113.49762725830078,
2022-03-28,43.25,115.90206146240234,
2022-03-29,48.150001525878906,120.9005126953125,
2022-03-30,46.75,118.21671295166016,
2022-03-31,46.279998779296875,115.38326263427734,
2022-04-01,46.61000061035156,116.40090942382812,
2022-04-04,47.70000076293945,121.57894134521484,
2022-04-05,43.84000015258789,117.37865447998047,
2022-04-06,40.869998931884766,112.23055267333984,
2022-04-07,38.70000076293945,112.77928161621094,
2022-04-08,37.58000183105469,110.95350646972656,
2022-04-11,37.70000076293945,109.55673217773438,
2022-04-12,37.47999954223633,108.00033569335938,
2022-04-13,38.400001525878906,104.92743682861328,
2022-04-14,35.189998626708984,102.07402801513672,
2022-04-18,35.209999084472656,100.3480224609375,
2022-04-19,37.029998779296875,103.4209213256836,
2022-04-20,34.7599983215332,94.68112182617188,
2022-04-21,32.900001525878906,89.19380950927734,
2022-04-22,31.15999984741211,85.83158111572266,
2022-04-25,32.470001220703125,87.57754516601562,
2022-04-26,30.18000030517578,83.50695037841797,
2022-04-27,29.360000610351562,82.41947174072266,
2022-04-28,31.209999084472656,91.87760162353516,
2022-04-29,28.700000762939453,87.7271957397461,
2022-05-02,30.360000610351562,91.31889343261719,
2022-05-03,30.100000381469727,90.50078582763672,
2022-05-04,31.760000228881836,92.50614929199219,
2022-05-05,27.020000457763672,85.23296356201172,
2022-05-06,24.950000762939453,81.49161529541016,
2022-05-09,20.59000015258789,79.34657287597656,
2022-05-10,18.190000534057617,78.56837463378906,
2022-05-11,14.630000114440918,74.99662780761719,
2022-05-12,18.040000915527344,74.11865997314453,
2022-05-13,23.709999084472656,78.64818572998047,
2022-05-16,22.950000762939453,77.47090911865234,
2022-05-17,25.239999771118164,79.5660629272461,
2022-05-18,24.450000762939453,77.00199127197266,
2022-05-19,25.709999084472656,81.09253692626953,
2022-05-20,24.81999969482422,80.35424041748047,
2022-05-23,24.520000457763672,80.99276733398438,
2022-05-24,20.760000228881836,78.4686050415039,
2022-05-25,23.020000457763672,79.93521118164062,
2022-05-26,28.020000457763672,80.2345199584961,
2022-05-27,30.350000381469727,85.01347351074219,
2022-05-31,28.5,85.01347351074219,
2022-06-01,24.31999969482422,82.2897720336914,
2022-06-02,26.420000076293945,88.11629486083984,
2022-06-03,25.100000381469727,86.33042907714844,
2022-06-06,23.719999313354492,86.60977935791016,
2022-06-07,24.350000381469727,88.38567352294922,
2022-06-08,23.329999923706055,87.30816650390625,
2022-06-09,21.18000030517578,83.91600799560547,
2022-06-10,20.440000534057617,79.11710357666016,
2022-06-13,17.920000076293945,73.54997253417969,
2022-06-14,17.700000762939453,72.29287719726562,
2022-06-15,18.600000381469727,75.65510559082031,
2022-06-16,16.719999313354492,71.06571960449219,
2022-06-17,18.299999237060547,72.73186492919922,
2022-06-21,19.209999084472656,72.20308685302734,
2022-06-22,19.270000457763672,72.80170440673828,
2022-06-23,21.65999984741211,73.63976287841797,
2022-06-24,23.280000686645508,77.50083923339844,
2022-06-27,22.700000762939453,75.76485443115234,
2022-06-28,20.540000915527344,71.65435028076172,
2022-06-29,19.020000457763672,71.30516052246094,
2022-06-30,18.059999465942383,69.67891693115234,
2022-07-01,17.190000534057617,71.23532104492188,
2022-07-05,19.829999923706055,74.22840881347656,
2022-07-06,20.170000076293945,73.07107543945312,
2022-07-07,23.610000610351562,74.86692810058594,
2022-07-08,23.34000015258789,73.2606430053711,
2022-07-11,21.3700008392334,70.3074722290039,
2022-07-12,22.200000762939453,71.26525115966797,
2022-07-13,20.790000915527344,71.19541931152344,
2022-07-14,21.81999969482422,69.38959503173828,
2022-07-15,23.059999465942383,73.73954010009766,
2022-07-18,23.84000015258789,73.95902252197266,
2022-07-19,26.030000686645508,77.56069946289062,
2022-07-20,29.670000076293945,80.054931640625,
2022-07-21,29.75,82.55914306640625,
2022-07-22,26.770000457763672,80.86306762695312,
2022-07-25,26.170000076293945,81.46168518066406,
2022-07-26,23.100000381469727,76.86231231689453,
2022-07-27,26.040000915527344,86.2206802368164,
2022-07-28,25.829999923706055,85.66197204589844,
2022-07-29,26.84000015258789,86.33042907714844,
2022-08-01,27.170000076293945,88.36073303222656,
2022-08-02,28.149999618530273,89.42327117919922,
2022-08-03,31.889999389648438,97.69415283203125,
2022-08-04,32.54999923706055,96.7563247680664,
2022-08-05,33.400001525878906,95.10015106201172,
2022-08-08,34.900001525878906,96.0379867553711,
2022-08-09,32.58000183105469,94.26209259033203,
2022-08-10,36.779998779296875,98.68187713623047,
2022-08-11,36.970001220703125,98.88141632080078,
2022-08-12,39.189998626708984,100.8668212890625,
2022-08-15,38.41999816894531,101.27587890625,
2022-08-16,39.90999984741211,101.84456634521484,
2022-08-17,37.38999938964844,99.1906967163086,
2022-08-18,35.75,99.62968444824219,
2022-08-19,30.920000076293945,96.33728790283203,
2022-08-22,29.489999771118164,93.36416625976562,
2022-08-23,29.31999969482422,92.98503875732422,
2022-08-24,30.229999542236328,93.54375457763672,
2022-08-25,31.229999542236328,96.4969253540039,
2022-08-26,24.56999969482422,92.48619079589844,
2022-08-29,23.989999771118164,92.4462890625,
2022-08-30,23.540000915527344,91.58827209472656,
2022-08-31,23.43000030517578,93.22449493408203,
2022-09-01,23.15999984741211,92.4462890625,
2022-09-02,22.450000762939453,90.91981506347656,
2022-09-06,22.299999237060547,91.40369415283203,
2022-09-07,23.059999465942383,94.75096130371094,
2022-09-08,23.700000762939453,95.94818878173828,
2022-09-09,26.25,96.008056640625,
2022-09-12,26.790000915527344,97.4247817993164,
2022-09-13,24.190000534057617,94.7908706665039,
2022-09-14,24.329999923706055,97.43476104736328,
2022-09-15,23.989999771118164,96.17766571044922,
2022-09-16,22.299999237060547,93.78319549560547,
2022-09-19,22.700000762939453,94.81082153320312,
2022-09-20,22.139999389648438,91.41866302490234,
2022-09-21,21.329999923706055,90.9697036743164,
2022-09-22,20.0,87.45782470703125,
2022-09-23,19.280000686645508,86.76941680908203,
2022-09-26,19.040000915527344,84.06566619873047,
2022-09-27,19.389999389648438,85.5522232055664,
2022-09-28,20.65999984741211,90.90984344482422,
2022-09-29,19.059999465942383,88.49542236328125,
2022-09-30,18.760000228881836,85.87149047851562,
2022-10-03,19.010000228881836,86.97892761230469,
2022-10-04,21.610000610351562,92.57598876953125,
2022-10-05,20.920000076293945,93.61359405517578,
2022-10-06,20.950000762939453,94.20222473144531,
2022-10-07,18.899999618530273,89.96202850341797,
2022-10-10,18.59000015258789,84.32505798339844,
2022-10-11,19.350000381469727,82.89836120605469,
2022-10-12,19.809999465942383,83.61669921875,
2022-10-13,18.760000228881836,83.8461685180664,
2022-10-14,17.270000457763672,80.28440856933594,
2022-10-17,18.43000030517578,84.4647445678711,
2022-10-18,19.530000686645508,85.0932846069336,
2022-10-19,17.90999984741211,84.27517700195312,
2022-10-20,18.030000686645508,84.58446502685547,
2022-10-21,18.299999237060547,83.74640655517578,
2022-10-24,18.049999237060547,83.1278305053711,
2022-10-25,20.6200008392334,89.03417205810547,
2022-10-26,20.559999465942383,88.34577178955078,
2022-10-27,20.6200008392334,87.1485366821289,
2022-10-28,20.31999969482422,86.05107116699219,
2022-10-31,20.06999969482422,83.3872299194336,
2022-11-01,19.459999084472656,82.9183120727539,
2022-11-02,17.600000381469727,79.26675415039062,
2022-11-03,16.670000076293945,76.37345123291016,
2022-11-04,16.1200008392334,75.00660705566406,
2022-11-07,15.630000114440918,77.48088836669922,
2022-11-08,15.640000343322754,80.94287872314453,
2022-11-09,12.100000381469727,78.49853515625,
2022-11-10,14.989999771118164,86.59980773925781,
2022-11-11,17.010000228881836,90.8200454711914,
2022-11-14,16.280000686645508,89.30355834960938,
2022-11-15,17.309999465942383,89.65274810791016,
2022-11-16,15.119999885559082,86.83924865722656,
2022-11-17,14.59000015258789,85.4424819946289,
2022-11-18,13.510000228881836,84.72413635253906,
2022-11-21,12.960000038146973,80.44403076171875,
2022-11-22,12.670000076293945,79.72570037841797,
2022-11-23,13.3100004196167,80.56375885009766,
2022-11-25,13.079999923706055,79.89530181884766,
2022-11-28,12.579999923706055,79.74565124511719,
2022-11-29,12.8100004196167,77.46092987060547,
2022-11-30,13.920000076293945,78.22915649414062,
2022-12-01,14.40999984741211,78.348876953125,
2022-12-02,14.619999885559082,74.48780822753906,
2022-12-05,13.0,73.45020294189453,
2022-12-06,11.96500015258789,72.06341552734375,
2022-12-07,11.34000015258789,74.24835205078125,
2022-12-08,11.619999885559082,74.04882049560547,
2022-12-09,11.34000015258789,73.40031433105469,
2022-12-12,12.270000457763672,73.62979125976562,
2022-12-13,11.779999732971191,73.53001403808594,
2022-12-14,11.300000190734863,72.46248626708984,
2022-12-15,10.369999885559082,69.60907745361328,
2022-12-16,10.119999885559082,69.10025787353516,
2022-12-19,9.479999542236328,68.79096984863281,
2022-12-20,9.4399995803833,68.6014175415039,
2022-12-21,9.510000228881836,69.05036926269531,
2022-12-22,9.149999618530273,68.41184997558594,
2022-12-23,9.1899995803833,68.87078857421875,
2022-12-27,8.90999984741211,68.17240905761719,
2022-12-28,9.029999732971191,67.39420318603516,
2022-12-29,9.65999984741211,70.39725494384766,
2022-12-30,9.670000076293945,71.05574035644531,
2023-01-03,9.100000381469727,74.40798950195312,
2023-01-04,9.890000343322754,77.51081848144531,
2023-01-05,9.1899995803833,76.09408569335938,
2023-01-06,9.0600004196167,76.3036117553711,
2023-01-09,9.430000305175781,76.9022216796875,
2023-01-10,10.0600004196167,77.74028015136719,
2023-01-11,11.319999694824219,78.35885620117188,
2023-01-12,12.199999809265137,79.59599304199219,
2023-01-13,12.880000114440918,79.29669189453125,
2023-01-17,13.449999809265137,79.99507141113281,
2023-01-18,12.979999542236328,77.1316909790039,
2023-01-19,12.25,76.57298278808594,
2023-01-20,14.300000190734863,78.90758514404297,
2023-01-23,15.449999809265137,79.31664276123047,
2023-01-24,14.319999694824219,79.3964614868164,
2023-01-25,14.140000343322754,78.91756439208984,
2023-01-26,14.359999656677246,80.62361907958984,
2023-01-27,16.239999771118164,81.64126586914062,
2023-01-30,15.100000381469727,79.45631408691406,
2023-01-31,16.190000534057617,81.30204772949219,
2023-02-01,17.719999313354492,82.71878051757812,
2023-02-02,21.139999389648438,86.75943756103516,
2023-02-03,18.149999618530273,85.32275390625,
2023-02-06,17.010000228881836,82.1401138305664,
2023-02-07,17.209999084472656,83.03804016113281,
2023-02-08,16.020000457763672,79.5361328125,
2023-02-09,13.289999961853027,78.23912811279297,
2023-02-10,12.520000457763672,80.6136474609375,
2023-02-13,12.699999809265137,79.26675415039062,
2023-02-14,13.100000381469727,77.0818099975586,
2023-02-15,14.699999809265137,77.73030853271484,
2023-02-16,13.579999923706055,76.55303192138672,
2023-02-17,12.979999542236328,74.48780822753906,
2023-02-21,12.8100004196167,75.06646728515625,
2023-02-22,13.460000038146973,75.30591583251953,
2023-02-23,13.6899995803833,75.01658630371094,
2023-02-24,13.069999694824219,73.38036346435547,
2023-02-27,12.84000015258789,73.599853515625,
2023-02-28,13.619999885559082,73.43024444580078,
2023-03-01,12.609999656677246,73.64974212646484,
2023-03-02,12.930000305175781,73.92909240722656,
2023-03-03,13.630000114440918,76.11404418945312,
2023-03-06,13.170000076293945,76.60291290283203,
2023-03-07,12.0,74.73722839355469,
2023-03-08,12.130000114440918,75.66507720947266,
2023-03-09,11.3100004196167,75.75487518310547,
2023-03-10,10.369999885559082,73.2606430053711,
2023-03-13,10.329999923706055,72.44253540039062,
2023-03-14,10.010000228881836,73.07107543945312,
2023-03-15,9.84000015258789,73.73954010009766,
2023-03-16,9.960000038146973,74.17852020263672,
2023-03-17,9.489999771118164,72.8216552734375,
2023-03-20,9.289999961853027,73.04114532470703,
2023-03-21,10.5,76.54305267333984,
2023-03-22,9.760000228881836,74.16854095458984,
2023-03-23,9.989999771118164,72.39264678955078,
2023-03-24,10.329999923706055,73.70960235595703,
2023-03-27,10.220000267028809,73.13094329833984,
2023-03-28,9.470000267028809,72.53231811523438,
2023-03-29,10.5,74.0089111328125,
2023-03-30,10.420000076293945,74.21842956542969,
2023-03-31,11.270000457763672,75.76485443115234,
2023-04-03,11.289999961853027,75.11634826660156,
2023-04-04,10.8100004196167,75.08642578125,
2023-04-05,10.399999618530273,73.44022369384766,
2023-04-06,10.569999694824219,74.787109375,
2023-04-10,11.130000114440918,74.3481216430664,
2023-04-11,11.699999809265137,73.41029357910156,
2023-04-12,10.9399995803833,73.33048248291016,
2023-04-13,11.369999885559082,75.34581756591797,
2023-04-14,11.039999961853027,76.3534927368164,
2023-04-17,11.510000228881836,77.15164947509766,
2023-04-18,11.680000305175781,76.24374389648438,
2023-04-19,11.489999771118164,75.14627838134766,
2023-04-20,10.920000076293945,73.41029357910156,
2023-04-21,10.989999771118164,74.0089111328125,
2023-04-24,10.529999732971191,74.11865997314453,
2023-04-25,9.949999809265137,71.61444854736328,
2023-04-26,9.84000015258789,71.893798828125,
2023-04-27,10.15999984741211,74.09870147705078,
2023-04-28,9.859999656677246,75.82471466064453,
2023-05-01,9.989999771118164,74.936767578125,
2023-05-02,9.010000228881836,72.11328887939453,
2023-05-03,9.260000228881836,71.26525115966797,
2023-05-04,9.130000114440918,71.64437866210938,
2023-05-05,10.710000038146973,74.79708862304688,
2023-05-08,11.9399995803833,75.34581756591797,
2023-05-09,12.300000190734863,65.75299835205078,
2023-05-10,12.25,63.233821868896484,
