Date,AFRM,KLAR,PYPL,SQ,^GSPC
2026-01-09,96.3827034341084,,88.04584560801881,,106.64784268768925
2026-01-12,90.00824427653843,,87.4808634901196,,106.81609386663604
2026-01-13,89.51337193607274,,86.36616652238196,,106.60896431636783
2026-01-14,85.55437523333389,,88.04584560801881,,106.04038028294724
2026-01-15,84.61175354620305,,86.64102394730119,,106.31395664011336
2026-01-16,88.08766315167968,,86.8700679180817,,106.24567094082072
2026-01-20,83.77518106889009,,84.1062322258069,,104.05416719179752
2026-01-21,84.55284530919901,,85.34308481296519,,105.25991996482482
2026-01-22,85.8194847736186,,87.26708678739983,,105.83753400642775
2026-01-23,84.16401318904457,,86.45778178070285,,105.87212910400044
2026-01-26,80.9591102402077,,86.42724141960313,,106.40213377299308
2026-01-27,81.05337420682211,,84.762829602027,,106.8364562360803
2026-01-28,77.01189878067231,,82.5792491206904,,106.82772523479143
2026-01-29,73.99551927031096,,81.09807364473434,,106.68963637622184
2026-01-30,71.04983773491041,,80.4567377115967,,106.23066826994163
2026-02-02,73.0411213294833,,79.90702868673651,,106.80338607366424
2026-02-03,72.65228920932884,,63.6751966483541,,105.90581223054807
2026-02-04,73.24142551640895,,62.65211493893733,,105.36861644576786
2026-02-05,70.0129565759185,,60.92662822414003,,104.07774388534641
2026-02-06,67.19688574723611,,61.72065431281975,,106.12763796962956
2026-02-09,68.28089888953524,,62.83535710553567,,106.62549192240351
2026-02-10,70.28396323255826,,63.35453159427442,,106.27323190122486
2026-02-11,66.61953468335946,,61.78173503501919,,106.26802918127876
