Date,AFRM,KLAR,PYPL,SQ,^GSPC
2025-12-18,76.37000274658203,30.479999542236328,59.439998626708984,,6774.759765625
2025-12-19,76.22000122070312,30.780000686645508,59.810001373291016,,6834.5
2025-12-22,78.56999969482422,31.309999465942383,59.86000061035156,,6878.490234375
2025-12-23,75.63999938964844,30.639999389648438,59.40999984741211,,6909.7900390625
2025-12-24,75.98999786376953,30.420000076293945,60.040000915527344,,6932.0498046875
2025-12-26,75.80999755859375,29.59000015258789,59.970001220703125,,6929.93994140625
2025-12-29,75.51000213623047,29.549999237060547,59.4900016784668,,6905.740234375
2025-12-30,75.8499984741211,29.049999237060547,59.099998474121094,,6896.240234375
2025-12-31,74.43000030517578,28.90999984741211,58.380001068115234,,6845.5
2026-01-02,74.02999877929688,28.56999969482422,58.13999938964844,,6858.47021484375
2026-01-05,80.80000305175781,29.270000457763672,59.290000915527344,,6902.0498046875
2026-01-06,82.3499984741211,29.739999771118164,59.810001373291016,,6944.81982421875
2026-01-07,83.05000305175781,31.239999771118164,58.5099983215332,,6920.93017578125
2026-01-08,81.61000061035156,30.729999542236328,58.27000045776367,,6921.4599609375
2026-01-09,81.80000305175781,31.450000762939453,57.65999984741211,,6966.27978515625
2026-01-12,76.38999938964844,30.600000381469727,57.290000915527344,,6977.27001953125
2026-01-13,75.97000122070312,30.020000457763672,56.560001373291016,,6963.740234375
2026-01-14,72.61000061035156,30.1299991607666,57.65999984741211,,6926.60009765625
2026-01-15,71.80999755859375,28.690000534057617,56.7400016784668,,6944.47021484375
2026-01-16,74.76000213623047,29.0,56.88999938964844,,6940.009765625
2026-01-20,71.0999984741211,27.260000228881836,55.08000183105469,,6796.85986328125
2026-01-21,71.76000213623047,27.399999618530273,55.88999938964844,,6875.6201171875
2026-01-22,72.83499908447266,28.790000915527344,57.150001525878906,,6913.35009765625
2026-01-23,71.43000030517578,27.700000762939453,56.619998931884766,,6915.60986328125
2026-01-26,68.70999908447266,27.110000610351562,56.599998474121094,,6950.22998046875
2026-01-27,68.79000091552734,25.8700008392334,55.5099983215332,,6978.60009765625
2026-01-28,65.36000061035156,25.5,54.08000183105469,,6978.02978515625
2026-01-29,62.79999923706055,24.139999389648438,53.11000061035156,,6969.009765625
2026-01-30,60.29999923706055,23.06999969482422,52.689998626708984,,6939.02978515625
2026-02-02,61.9900016784668,22.920000076293945,52.33000183105469,,6976.43994140625
2026-02-03,61.65999984741211,21.59000015258789,41.70000076293945,,6917.81005859375
2026-02-04,62.15999984741211,21.719999313354492,41.029998779296875,,6882.72021484375
2026-02-05,59.41999816894531,20.350000381469727,39.900001525878906,,6798.39990234375
2026-02-06,57.029998779296875,20.520000457763672,40.41999816894531,,6932.2998046875
2026-02-09,57.95000076293945,20.3700008392334,41.150001525878906,,6964.81982421875
2026-02-10,59.650001525878906,20.739999771118164,41.4900016784668,,6941.81005859375
2026-02-11,56.540000915527344,19.110000610351562,40.459999084472656,,6941.47021484375
